,ID,ParentID,Timestamp,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_size,Sentiment,Confidence
9867,Ugz1-QbvqLGyio832Sd4AaABAg,,2023-03-15T16:55:58Z,@hasbihabibialfarizi4314,"Behind the scene lagu benang sari,putik dan kupu kupu malam https://youtu.be/lXBE7TikOvA . Disitu ada tentang proses syuting vidio ini dan ada penjelasan sedikit tentang maksud dr lagunya.",7,0,2023-03-15T17:00:20Z,"Behind the scene lagu benang sari,putik dan kupu kupu malam https://youtu.be/lXBE7TikOvA . Disitu ada tentang proses syuting vidio ini dan ada penjelasan sedikit tentang maksud dr lagunya.",188,neutral,0.978630781173706
9904,UgyIArcbYiuWSTPx-Cl4AaABAg,,2023-03-15T16:30:26Z,@encyputri802.,JKT48 new era MV and nostalgia masa muda ku,7,0,2023-03-15T16:30:26Z,JKT48 new era MV and nostalgia masa muda ku,43,positive,0.9248260855674744
10167,UgxTww679N9ipXtUy994AaABAg,,2023-03-15T13:47:57Z,@luckygirl2674,Aku ga sabar sama special performance selanjutnya,7,0,2023-03-15T13:47:57Z,Aku ga sabar sama special performance selanjutnya,49,positive,0.8572224378585815
10213,UgzZ3KgbL9k3R_6szu94AaABAg,,2023-03-15T13:32:38Z,@gracia22300,Sumpah ini enak laguny candu njir,7,0,2023-03-15T13:32:38Z,Sumpah ini enak laguny candu njir,33,positive,0.9760801792144775
10214,UgwIb15yLqdistYrhbF4AaABAg,,2023-03-15T13:30:27Z,@titinsupriati6726,KEREN KEREN KEREENNN GA BISA BERKATA KATA LAGI,7,0,2023-03-15T13:30:27Z,KEREN KEREN KEREENNN GA BISA BERKATA KATA LAGI,46,positive,0.9879151582717896
10304,UgxELJaazIysiBPyKkR4AaABAg,,2023-03-15T12:52:02Z,@goodgood-en1wi,"Kaget kok 500k
Takoot",7,0,2023-03-15T12:52:02Z,Kaget kok 500k Takoot,21,negative,0.9959934949874878
10316,UgyDJEUh7NmZAY2IsB14AaABAg,,2023-03-15T12:48:13Z,@selebritis-e1b,"Cuma orang yang pecinta musik yang mengerti arti arti pesan tersembunyi konspirasi lagu video
Pokonya the best deh lagu ini
 sangat dibalut epik rapi  sempurna  .
Mewakili semua umat lgbt
   Yang menggegarkn dunia saaat dilarang  timur tengah 
Pokonya klo bisa adain versi englisnya
Saaat piala dunia",7,0,2023-03-15T12:48:13Z,Cuma orang yang pecinta musik yang mengerti arti arti pesan tersembunyi konspirasi lagu video Pokonya the best deh lagu ini sangat dibalut epik rapi sempurna . Mewakili semua umat lgbt Yang menggegarkn dunia saaat dilarang timur tengah Pokonya klo bisa adain versi englisnya Saaat piala dunia,300,positive,0.9955099821090698
10326,Ugy_mYOfQY2gIh888bB4AaABAg,,2023-03-15T12:43:39Z,@darcy_838,Ngeliat Marsha malah jd keinget Naomi hadeh😂,7,0,2023-03-15T12:43:39Z,Ngeliat Marsha malah jd keinget Naomi hadeh,44,negative,0.8020671606063843
10328,UgzvUN7HzA8SNzyuzsd4AaABAg,,2023-03-15T12:41:42Z,@n4nk903,"Yang masih streaming, like dong...",7,0,2023-03-15T12:41:42Z,"Yang masih streaming, like dong...",34,neutral,0.9590449333190918
10411,UgxNwenQuWzKkKDLe5B4AaABAg,,2023-03-15T12:00:08Z,@マノバンリサ,"Yok bisa yokkk, sebelum jam 12 dapet 500k viewers 🙌🤗",7,0,2023-03-15T12:00:08Z,"Yok bisa yokkk, sebelum jam 12 dapet 500k viewers",52,neutral,0.982923150062561
10412,UgwiH48Nx6B5lWO784V4AaABAg,,2023-03-15T11:59:15Z,@マノバンリサ,"Liat behind the scene nya juga ya guys, di chanel JKT48TV  🙌",7,0,2023-03-15T11:59:15Z,"Liat behind the scene nya juga ya guys, di chanel JKT48TV",60,neutral,0.9822821617126465
10442,UgyhbiLnj_lPuHc_Yld4AaABAg,,2023-03-15T11:30:55Z,@alifyz1190,Salam kenal Skybe...,7,0,2023-03-15T11:30:55Z,Salam kenal Skybe...,20,positive,0.7331915497779846
10444,UgxS_OlD14TykHm6nZ54AaABAg,,2023-03-15T11:28:59Z,@ompong1246,"NTAR JUGA CAPEK SENDIRI
WKWKW, SEMANGAT KAKAK2 JKT48",7,0,2023-03-15T11:28:59Z,"NTAR JUGA CAPEK SENDIRI WKWKW, SEMANGAT KAKAK2 JKT48",52,positive,0.7423089146614075
10623,UgwhGX3pdrAdDHnmkeF4AaABAg,,2023-03-15T09:20:26Z,@maddog7909,"JOT BANGKEEEE.
Mau puasa loh inii,duuuh..",7,0,2023-03-15T09:20:26Z,"JOT BANGKEEEE. Mau puasa loh inii,duuuh..",41,negative,0.9158040881156921
10704,UgwAye12uPEbY8BGEiF4AaABAg,,2023-03-15T08:48:28Z,@yovi234,"Awalnya agak aneh liriknya, tp makin lama makin candu dengerinnya",7,0,2023-03-15T08:48:28Z,"Awalnya agak aneh liriknya, tp makin lama makin candu dengerinnya",65,negative,0.8973170518875122
10869,UgwdU9wUBeS-h2eKEc14AaABAg,,2023-03-15T07:35:04Z,@brighttm5890,Ngulang² lagu wkwk,7,0,2023-03-15T07:35:04Z,Ngulang lagu wkwk,18,negative,0.4278464913368225
10885,UgxOJIE5FB6pDQi2qVZ4AaABAg,,2023-03-15T07:27:29Z,@kfkdkeid6940,Semangat semangat jkt48❤,7,0,2023-03-15T07:27:29Z,Semangat semangat jkt48,24,positive,0.9351646304130554
10991,Ugz4KpDC_89pe8_AQYd4AaABAg,,2023-03-15T06:51:01Z,@dayatyat8291,"Resiko dunia hiburan😄
Semangatt~ kakak kakak JKT48
Love you all",7,0,2023-03-15T06:51:01Z,Resiko dunia hiburan Semangatt~ kakak kakak JKT48 Love you all,63,neutral,0.5203235149383545
11122,UgzKEkAtHpKluDges2V4AaABAg,,2023-03-15T05:51:51Z,@intanbayu5337,Kereeeennn bgttt jkt48....,7,0,2023-03-15T05:51:51Z,Kereeeennn bgttt jkt48....,26,positive,0.9365668296813965
11195,UgxhA3cTZa9wUm7lfm14AaABAg,,2023-03-15T05:38:50Z,@likaliku-lakilaki5707,🇮🇩🇮🇩🇮🇩,7,0,2023-03-15T05:38:50Z,,6,positive,0.9428655505180359
11200,UgzfyfG_FgESF8cuEcR4AaABAg,,2023-03-15T05:36:56Z,@megadwiprihartini5554,Merindingg,7,0,2023-03-15T05:36:56Z,Merindingg,10,negative,0.9742332100868225
11227,UgzTSkXPLUvTTF9pgz94AaABAg,,2023-03-15T05:27:40Z,@pranatakayla435,Ga main main ini. Keren bgttt,7,0,2023-03-15T05:27:40Z,Ga main main ini. Keren bgttt,29,positive,0.9962239265441895
11228,UgwzbdwhCKVZ_eZ4u8R4AaABAg,,2023-03-15T05:26:34Z,@kirill.28,Apa ini? kupu kupu 1001 malam,7,0,2023-03-15T05:26:34Z,Apa ini? kupu kupu 1001 malam,29,neutral,0.5715364217758179
11247,Ugw6xQHsy7yguj4IAKt4AaABAg,,2023-03-15T05:21:49Z,@GustiWicaksana,Yang setuju anniv ke 11 ke gedung mulitifungtion senayan siapa nih?,7,0,2023-03-15T05:21:49Z,Yang setuju anniv ke 11 ke gedung mulitifungtion senayan siapa nih?,67,neutral,0.9810420274734497
11267,UgxlGoaKMcy1Pnaj5JJ4AaABAg,,2023-03-15T05:05:02Z,@Andi-ov1qf,Mantap,7,0,2023-03-15T05:05:02Z,Mantap,6,positive,0.9971997737884521
11287,Ugza7zmiogYO2u68j5V4AaABAg,,2023-03-15T04:56:01Z,@indoshitpost9880,"Cantik banget matcha, selamat selamat selamat",7,0,2023-03-15T04:56:01Z,"Cantik banget matcha, selamat selamat selamat",45,positive,0.9950633645057678
11536,UgwsL5VP-lMnMo2imQJ4AaABAg,,2023-03-15T03:48:07Z,@nnnnn2160,Balapan sama MV nya kai,7,0,2023-03-15T03:48:07Z,Balapan sama MV nya kai,23,neutral,0.950348973274231
11554,Ugxe9IgNYl2xftta4Rt4AaABAg,,2023-03-15T03:41:10Z,@moccaramel3837,Keren banget.ditunggu mv lagu lainnya,7,0,2023-03-15T03:41:10Z,Keren banget.ditunggu mv lagu lainnya,37,positive,0.9351148009300232
11559,UgxqyJC3KwZHaxTAUE94AaABAg,,2023-03-15T03:37:03Z,@tedisss____,Keren woi jkt,7,0,2023-03-15T03:37:03Z,Keren woi jkt,13,positive,0.9941845536231995
11575,Ugxic_o6SWQxp06nBeZ4AaABAg,,2023-03-15T03:35:41Z,@Yi-Er1889,Tau aja mau bulan Ramadhan :))  vibes nya kerasa banget,7,0,2023-03-15T03:35:41Z,Tau aja mau bulan Ramadhan :)) vibes nya kerasa banget,55,negative,0.9925623536109924
11576,UgzbpHNYXjlLcXkVJul4AaABAg,,2023-03-15T03:35:30Z,@Blacklistboo,Trending 2 lagi ges 👁️👄👁️,7,0,2023-03-15T03:35:30Z,Trending 2 lagi ges,25,neutral,0.4969952702522278
11589,UgzYAzFHH-lk4wVZiV14AaABAg,,2023-03-15T03:28:21Z,@ellaashel7846,JEKETIIIII,7,0,2023-03-15T03:28:21Z,JEKETIIIII,10,positive,0.9127925038337708
11629,UgywPj2eax1My57HvRR4AaABAg,,2023-03-15T03:19:26Z,@andyprasetyo7354,Weh keren,7,0,2023-03-15T03:19:26Z,Weh keren,9,positive,0.9965053796768188
11631,UgyNjvnUkqllRJQnDyp4AaABAg,,2023-03-15T03:18:54Z,@avelitadzikrillah11,Udh trending no .1 bae nihh,7,0,2023-03-15T03:18:54Z,Udh trending no .1 bae nihh,27,negative,0.6085076928138733
11633,UgyUSrzpXfpLWfs6eAd4AaABAg,,2023-03-15T03:18:29Z,@avelitadzikrillah11,Kerennnn,7,0,2023-03-15T03:18:29Z,Kerennnn,8,positive,0.9970920085906982
11646,Ugw4ke1hXQwfiKj0siR4AaABAg,,2023-03-15T03:10:23Z,@radrez3239,Trending 1 mengalahkan korea,7,0,2023-03-15T03:10:23Z,Trending 1 mengalahkan korea,28,neutral,0.7602757811546326
11649,UgwUXbTTDdhlzoXAvrl4AaABAg,,2023-03-15T03:06:20Z,@laurentagunasimanjuntak9647,Apakah udah viral di tiktok??,7,0,2023-03-15T03:06:20Z,Apakah udah viral di tiktok??,29,negative,0.9938563704490662
11709,UgzpzMDsq7SKH_yhggx4AaABAg,,2023-03-15T02:53:22Z,@chocorettoooo1064,kerenn cuy wkwkwk,7,0,2023-03-15T02:53:22Z,kerenn cuy wkwkwk,17,positive,0.9952794313430786
11723,Ugw8B2hZpVdjHjE6pNF4AaABAg,,2023-03-15T02:47:36Z,@apaapasaja1576,"Njirr Tranding #1 Untuk Keseluruhan
Tranding #5 Untuk Music",7,0,2023-03-15T02:47:36Z,Njirr Tranding #1 Untuk Keseluruhan Tranding #5 Untuk Music,59,neutral,0.9817467927932739
11830,UgzlXhWTD6AkPGq2kPF4AaABAg,,2023-03-15T02:24:49Z,@iorianam8070,Kok candu ya 😓,7,0,2023-03-15T02:24:49Z,Kok candu ya,14,negative,0.9972061514854431
11840,UgxnE5XLJ7xtJTrBk_t4AaABAg,,2023-03-15T02:18:48Z,@kulkastheather,Aaaa Keren banget🔥🔥🔥,7,0,2023-03-15T02:18:48Z,Aaaa Keren banget,20,positive,0.9968178272247314
11855,Ugzb-yCsva0osbDShPV4AaABAg,,2023-03-15T02:14:50Z,@hestimarifatunnisa6044,"Yuk, bisalah sekalian mampir ke mv-mv JKT48 lainnya.",7,0,2023-03-15T02:14:50Z,"Yuk, bisalah sekalian mampir ke mv-mv JKT48 lainnya.",52,neutral,0.9901778101921082
11862,UgzlcVNwTcHgNPkIF6p4AaABAg,,2023-03-15T02:14:18Z,@chrlmn237,"Mrinding gue denger lagunya
Keren banget",7,0,2023-03-15T02:14:18Z,Mrinding gue denger lagunya Keren banget,40,positive,0.9965776801109314
11867,UgzmcA-VCSiWjvL0GPR4AaABAg,,2023-03-15T02:11:05Z,@yellchan,"waw trending 1 aaaaaaa, semangat fureyaa chan",7,0,2023-03-15T02:11:05Z,"waw trending 1 aaaaaaa, semangat fureyaa chan",45,positive,0.9818735122680664
11964,UgyuzAbKWeqbDwrrrZ54AaABAg,,2023-03-15T01:43:22Z,@osdaily,"Mantap JKT48, terharuu",7,0,2023-03-15T01:43:22Z,"Mantap JKT48, terharuu",22,positive,0.9917253255844116
12053,UgzG4_JFeladcCeXXzJ4AaABAg,,2023-03-15T01:17:36Z,@handychannel6860,Asik trending 1,7,0,2023-03-15T01:17:36Z,Asik trending 1,15,positive,0.9953886270523071
12062,UgxIiuGFmjlkNk3AfHN4AaABAg,,2023-03-15T01:12:30Z,@SetKha007,TRENDING 1 NANGISSSS BANGETTTTT,7,0,2023-03-15T01:12:30Z,TRENDING 1 NANGISSSS BANGETTTTT,31,negative,0.9902210235595703
12143,UgwvoKoPunadn3w5HLB4AaABAg,,2023-03-15T00:54:25Z,@fayyazidriez9438,"Overall trending #1
Music trending #5

15 maret 2023 , 7.54 WIB",7,0,2023-03-15T00:54:25Z,"Overall trending #1 Music trending #5 15 maret 2023 , 7.54 WIB",63,neutral,0.9953033924102783
12145,Ugwypk_jd--YOyQ8EdV4AaABAg,,2023-03-15T00:52:57Z,@kasmymayra2477,Gilaaaaaa.... KEREEENNNN BANGET WEYYYYYY.... DI TUNGGU LIVE NYA,7,0,2023-03-15T00:52:57Z,Gilaaaaaa.... KEREEENNNN BANGET WEYYYYYY.... DI TUNGGU LIVE NYA,63,positive,0.9639824628829956
12186,UgzO-MayRpKEOgze8C14AaABAg,,2023-03-15T00:40:32Z,@nursafa4643,Anjir nomor satu top global dong,7,0,2023-03-15T00:40:32Z,Anjir nomor satu top global dong,32,positive,0.9778190851211548
12236,Ugyp6CH4njB6e4D6H_t4AaABAg,,2023-03-15T00:16:05Z,@velensyavel6400,Aaa trending 1,7,0,2023-03-15T00:16:05Z,Aaa trending 1,14,neutral,0.5313180685043335
12252,UgyjGuB5SHdq9wfXydF4AaABAg,,2023-03-15T00:12:39Z,@harrast134,Selamattt udah trending 1 Indonesia dan trending 5 music,7,0,2023-03-15T00:12:50Z,Selamattt udah trending 1 Indonesia dan trending 5 music,56,neutral,0.6887073516845703
12253,UgyVZr1Qome-vj67lRR4AaABAg,,2023-03-15T00:11:45Z,@aqilahbalqis142,Watch with positive mind! It was good!,7,0,2023-03-15T00:11:45Z,Watch with positive mind! It was good!,38,positive,0.7481094002723694
12261,Ugw9pCKuqF5QbINd5UZ4AaABAg,,2023-03-15T00:03:00Z,@dani48yeah,"Sdh 396k.. Gas terus!!

Ini BTS nya

https://youtu.be/lXBE7TikOvA",7,0,2023-03-15T00:03:00Z,Sdh 396k.. Gas terus!! Ini BTS nya https://youtu.be/lXBE7TikOvA,65,neutral,0.9959226846694946
12290,UgykoaX_8RfbKHrzLl54AaABAg,,2023-03-15T00:01:17Z,@andetenrengi791,"Malam ini rahasia ya
Kamu tak boleh bilang siapa-siapa
Datang ke sini juga rahasia
Terus sekarang mau apa?

Ah, di cahaya bulan (Misterius)
Ah, awan menghiasi (Mengundang)
Ayo ke sini, apakah yang kau mau?
Ke taman bunga para gadis

Rasa madu adalah rahasianya
Ya (Ya)
Ini janji yang terlarang
Ketakutan (Juga was-was)
Terasa, 'kan? (Ya, terasa)
Permainan berbahaya

Tiba-tiba saling memandang
Kenapa? (Kenapa?)
Hanya terdiam saja, kah?
Tangan yang (Diulurkan)
Bersentuhan (Kita bagai)
Sari bunga dan kupu-kupu malam

Aku tak biasa punya rahasia
Nanti pasti 'kan dimarahi mama
Rahasia bukanlah masalah
Nikmati sajalah saat ini

Ah, bunga yang tak pernah (Aku lihat)
Ah, aromanya itu (Manisnya)
Jangan menggodaku, akan aku ajari
Di taman bunga para gadis
Cinta itu 'kan selalu immoral
Hei (Hei)
Bibir yang mulai mendekat
Tidak boleh (Ah, boleh lah)
Jangan ah (Ih, lucunya)
Kita telah melewati

Batasnya dan saling mencinta
Sudah (Sudah)
Nafas pun menjadi panjang
Panas sekali (Insting ini)
Menakutkan (Menyerahlah)
Sari bunga dan kupu-kupu malam

Rasa madu adalah rahasianya
Ya (Ya)
Ini janji yang terlarang
Ketakutan (Juga was-was)
Terasa, 'kan? (Ya, terasa)
Permainan berbahaya

Tiba-tiba saling memandang
Kenapa? (Kenapa?)
Hanya terdiam saja, kah?
Tangan yang (Diulurkan)
Bersentuhan (Kita bagai)
Sari bunga dan kupu-kupu malam",7,0,2023-03-15T00:07:25Z,"Malam ini rahasia ya Kamu tak boleh bilang siapa-siapa Datang ke sini juga rahasia Terus sekarang mau apa? Ah, di cahaya bulan (Misterius) Ah, awan menghiasi (Mengundang) Ayo ke sini, apakah yang kau mau? Ke taman bunga para gadis Rasa madu adalah rahasianya Ya (Ya) Ini janji yang terlarang Ketakutan (Juga was-was) Terasa, 'kan? (Ya, terasa) Permainan berbahaya Tiba-tiba saling memandang Kenapa? (Kenapa?) Hanya terdiam saja, kah? Tangan yang (Diulurkan) Bersentuhan (Kita bagai) Sari bunga dan kupu-kupu malam Aku tak biasa punya rahasia Nanti pasti 'kan dimarahi mama Rahasia bukanlah masalah Nikmati sajalah saat ini Ah, bunga yang tak pernah (Aku lihat) Ah, aromanya itu (Manisnya) Jangan menggodaku, akan aku ajari Di taman bunga para gadis Cinta itu 'kan selalu immoral Hei (Hei) Bibir yang mulai mendekat Tidak boleh (Ah, boleh lah) Jangan ah (Ih, lucunya) Kita telah melewati Batasnya dan saling mencinta Sudah (Sudah) Nafas pun menjadi panjang Panas sekali (Insting ini) Menakutkan (Menyerahlah) Sari bunga dan kupu-kupu malam Rasa madu adalah rahasianya Ya (Ya) Ini janji yang terlarang Ketakutan (Juga was-was) Terasa, 'kan? (Ya, terasa) Permainan berbahaya Tiba-tiba saling memandang Kenapa? (Kenapa?) Hanya terdiam saja, kah? Tangan yang (Diulurkan) Bersentuhan (Kita bagai) Sari bunga dan kupu-kupu malam",1329,neutral,0.0
12316,Ugxexwra7v8_jlWimd54AaABAg,,2023-03-14T23:55:52Z,@dani48yeah,"Ini BTS nya biar ga salah paham

https://youtu.be/lXBE7TikOvA",7,0,2023-03-14T23:55:52Z,Ini BTS nya biar ga salah paham https://youtu.be/lXBE7TikOvA,61,neutral,0.9936233162879944
12317,UgyEE6Quyw6sVM1yjOd4AaABAg,,2023-03-14T23:55:04Z,@adityakristanto5011,trending 1😭,7,0,2023-03-14T23:55:04Z,trending 1,11,positive,0.5176037549972534
12341,UgwUX5uG72RhzMJL_Qd4AaABAg,,2023-03-14T23:48:29Z,@Dani_123_,Udh 394k. Gass teruss!!,7,0,2023-03-14T23:48:29Z,Udh 394k. Gass teruss!!,23,negative,0.7811513543128967
12384,UgyPSVgmv3kdkz7Ehyp4AaABAg,,2023-03-14T23:43:47Z,@teddysanjaya741,MANTAPP KALEEEEE ARGHHHHHH,7,0,2023-03-14T23:43:47Z,MANTAPP KALEEEEE ARGHHHHHH,26,positive,0.9957732558250427
12418,UgzpR7mxad--rYcKyOt4AaABAg,,2023-03-14T23:27:21Z,@abdadhari1226,Keren jeketi,7,0,2023-03-14T23:27:21Z,Keren jeketi,12,positive,0.996484637260437
12420,UgzWQi8vDxOMfga4HL94AaABAg,,2023-03-14T23:25:52Z,@bayunurfillah8835,Trending 1 anjer wkwk,7,0,2023-03-14T23:25:52Z,Trending 1 anjer wkwk,21,negative,0.9768773317337036
12422,UgwWzXh4EsNd3KH8FPB4AaABAg,,2023-03-14T23:25:27Z,@renaldiarindiputra8640,buseh trending 1,7,0,2023-03-14T23:25:27Z,buseh trending 1,16,negative,0.9830649495124817
12486,UgzwUMAPEuetaFxImT94AaABAg,,2023-03-14T22:59:12Z,@MHDJEFRY-cu5cm,wauuuu!!!,7,0,2023-03-14T22:59:12Z,wauuuu!!!,9,neutral,0.8048573732376099
12487,UgxUs5rG5cLmMLFjNPB4AaABAg,,2023-03-14T22:58:45Z,@ryohendrawan1227,Kelazz Trending 1,7,0,2023-03-14T22:58:45Z,Kelazz Trending 1,17,negative,0.7906206250190735
12574,UgyixdIOx2ogweyyZVx4AaABAg,,2023-03-14T22:21:36Z,@fardygendut9998,Kerennnnn banget new era,7,0,2023-03-14T22:21:36Z,Kerennnnn banget new era,24,positive,0.9964699745178223
12576,UgxmUwnmlbdSG-nHKpd4AaABAg,,2023-03-14T22:20:01Z,@Alvinhaswan,WOI AH TRENDING 1 😭😭😭,7,0,2023-03-14T22:20:01Z,WOI AH TRENDING 1,21,negative,0.9917783141136169
12794,UgwU6qSJri4mGrzVHfJ4AaABAg,,2023-03-14T18:11:35Z,@Utty0412,Kata temen ku mahluk tuhan paling seksi versi jkt48 😂,7,0,2023-03-14T18:11:35Z,Kata temen ku mahluk tuhan paling seksi versi jkt48,53,positive,0.7826676964759827
12809,UgyofKd9eN87W7QgpZp4AaABAg,,2023-03-14T17:51:15Z,@najwasany605,KU JERIT JERIT TENGAH MALAM😭🙏,7,0,2023-03-14T17:51:15Z,KU JERIT JERIT TENGAH MALAM,29,negative,0.9814713597297668
12885,Ugyihs3VD-a5wRUQgSR4AaABAg,,2023-03-14T16:33:50Z,@hafizhaetami,"Kaget bgt anjir, kenapa bisa sebagus ini ..",7,0,2023-03-14T16:33:50Z,"Kaget bgt anjir, kenapa bisa sebagus ini ..",43,negative,0.9949101805686951
13078,UgxBjxZiUexXdW-71Kh4AaABAg,,2023-03-14T15:25:41Z,@ootdideas,Kecee parah,7,0,2023-03-14T15:25:41Z,Kecee parah,11,negative,0.9934055805206299
13079,UgyKN_HFEspPxzhBujV4AaABAg,,2023-03-14T15:23:55Z,@fuckidzero,"Buat soundtrack anime bagus nih, nadanya mirip sailormoon",7,0,2023-03-14T15:23:55Z,"Buat soundtrack anime bagus nih, nadanya mirip sailormoon",57,positive,0.9918187856674194
13111,UgzgWZTK07zoBcGWmsx4AaABAg,,2023-03-14T15:12:47Z,@ekatiara1271,Kewrennn,7,0,2023-03-14T15:12:47Z,Kewrennn,8,positive,0.8271656036376953
13155,Ugw0UjO6bQ-iwtvWCst4AaABAg,,2023-03-14T15:01:51Z,@ardyantama5952,Marsha kurang tindik hidungnya sih,7,0,2023-03-14T15:01:51Z,Marsha kurang tindik hidungnya sih,34,negative,0.9893011450767517
13195,UgzZwt2hTjeb6u5tAhd4AaABAg,,2023-03-14T14:49:08Z,@puspitadwianggraeni5061,how to be marsha,7,0,2023-03-14T14:49:08Z,how to be marsha,16,neutral,0.8623803853988647
13275,Ugz3UGId1x24CSkdUm14AaABAg,,2023-03-14T14:35:12Z,@melianajulaeka2403,Marshaaaaaa,7,0,2023-03-14T14:35:12Z,Marshaaaaaa,11,positive,0.9388508796691895
13357,Ugz0FCT9nLFTjHt9eEZ4AaABAg,,2023-03-14T14:04:22Z,@raynaldi6402,MELEDUGG,7,0,2023-03-14T14:04:22Z,MELEDUGG,8,negative,0.9936296343803406
13512,Ugzo_kD-plunlzn78CN4AaABAg,,2023-03-14T13:49:13Z,@harrast134,Wawww trending #2 Video dan #7 music,7,0,2023-03-14T13:49:13Z,Wawww trending #2 Video dan #7 music,36,neutral,0.9681886434555054
13838,Ugwrx-1TzvivFdiVAnJ4AaABAg,,2023-03-14T12:12:04Z,@woiiikokokp-ee7il,Woiiii yang bener ini lagu jkt 48 keren parah congratulations semangat terus 😃,7,0,2023-03-14T12:12:04Z,Woiiii yang bener ini lagu jkt 48 keren parah congratulations semangat terus,78,positive,0.988580048084259
13922,UgzRTkZsc9nL-eVYI1R4AaABAg,,2023-03-14T11:45:17Z,@noerchayantikartikasriwa-qo9et,Ya tuhan.. Ini keren bangeeeet. Semangat terus member dan JOT 😍😍,7,0,2023-03-14T11:45:17Z,Ya tuhan.. Ini keren bangeeeet. Semangat terus member dan JOT,64,positive,0.9928455948829651
14065,Ugw6S_mnpOqWz52yEpB4AaABAg,,2023-03-14T11:28:37Z,@whitenave921,Ada gak sih yang rewatch tapi tetep istighfar berkali-kali liat nya 😭wkwk,7,0,2023-03-14T11:29:15Z,Ada gak sih yang rewatch tapi tetep istighfar berkali-kali liat nya wkwk,73,positive,0.5559560060501099
14957,UgyRfviCJpkNikc7VTx4AaABAg,,2023-03-14T11:04:57Z,@muhamadagistia4812,LGBT KNTL,7,0,2023-03-14T11:04:57Z,LGBT KNTL,9,negative,0.9815788269042969
15177,UgzlPhQg2SKp_cbyIU54AaABAg,,2023-03-14T10:25:06Z,@mohammadjufrijufri1823,jkt48 lagi remake snh48+del48,7,0,2023-03-14T10:25:06Z,jkt48 lagi remake snh48+del48,29,neutral,0.9972487092018127
15189,UgwS2LbfI1hKs2_9E654AaABAg,,2023-03-14T10:21:54Z,@ekonovianto4285,Lagu paporit pas di era snh48 … sekarang jkt48 😘😘❤️,7,0,2023-03-14T10:21:54Z,Lagu paporit pas di era snh48 sekarang jkt48,51,positive,0.5354326367378235
15198,UgxZybPfgiPf9w29LYp4AaABAg,,2023-03-14T10:21:19Z,@baskorotrijulianto3121,"GILA SADIS BENER, KEREN PARAH",7,0,2023-03-14T10:21:19Z,"GILA SADIS BENER, KEREN PARAH",29,negative,0.740140438079834
15210,Ugy7cRYZuFek_A24qFx4AaABAg,,2023-03-14T10:18:35Z,@daudmarchelino5337,Cntik bnget produk Indonesia emang nggak pernah mengecewakan,7,0,2023-03-14T10:18:35Z,Cntik bnget produk Indonesia emang nggak pernah mengecewakan,60,positive,0.9965137839317322
15233,UgzaI37svGELg9XkcqZ4AaABAg,,2023-03-14T10:14:16Z,@greenbean6669,"Part terkeren pas transisi ""light Marsha"" ke ""dark Marsha"" ditambah detail background bulan yang juga ngikutin dari putih ke memerah. 👍👍👍👍👍",7,0,2023-03-14T10:14:16Z,"Part terkeren pas transisi ""light Marsha"" ke ""dark Marsha"" ditambah detail background bulan yang juga ngikutin dari putih ke memerah.",139,positive,0.9559338092803955
15951,Ugz3ioSky5UZ569kRcp4AaABAg,,2023-03-14T08:25:58Z,@ondoyofficial2587,Kawal smpe tranding no.1 yuk bisa yuk,7,0,2023-03-14T08:25:58Z,Kawal smpe tranding no.1 yuk bisa yuk,37,neutral,0.9250029921531677
16018,UgxO94kt2tGhdAa-ozF4AaABAg,,2023-03-14T08:18:20Z,@anandarizki6906,Congratss,7,0,2023-03-14T08:18:20Z,Congratss,9,positive,0.9894492626190186
16019,UgyJPeaLPE6p5_tbcVF4AaABAg,,2023-03-14T08:16:06Z,@shlnghmzzzzz,GOKILLLLL GILAA KEREN OM JOT,7,0,2023-03-14T08:16:06Z,GOKILLLLL GILAA KEREN OM JOT,28,positive,0.9891818165779114
16030,Ugximqh3nhZ_P1473x54AaABAg,,2023-03-14T08:10:34Z,@ririnriza1250,Waaahhh sampai trending weey... Keren bgt,7,0,2023-03-14T08:10:34Z,Waaahhh sampai trending weey... Keren bgt,41,positive,0.9963858127593994
16076,UgxaSp9IoDQkvMuUg0J4AaABAg,,2023-03-14T08:01:13Z,@nessapasalli1905,Wadimorrr wadimorrr cakeppp beuttt gadis2 kupu-kupu malam,7,0,2023-03-14T08:01:13Z,Wadimorrr wadimorrr cakeppp beuttt gadis2 kupu-kupu malam,57,positive,0.9861432909965515
16090,UgzTnVL9_C_61pgLCpp4AaABAg,,2023-03-14T07:57:35Z,@PutriAngggg,"Demi apaaaaaaa...dedek Marshaku. Gak bisa berkata-kata,aku suka banget.",7,0,2023-03-14T07:57:35Z,"Demi apaaaaaaa...dedek Marshaku. Gak bisa berkata-kata,aku suka banget.",71,positive,0.9959812164306641
16093,Ugy455FrCQf0quuC-j54AaABAg,,2023-03-14T07:55:35Z,@allienlion7963,Raden roro bahaya wehh,7,0,2023-03-14T07:55:35Z,Raden roro bahaya wehh,22,negative,0.9967359900474548
16094,Ugx5eYCzp579gn5jTkt4AaABAg,,2023-03-14T07:55:34Z,@DoughyDewey,solo dance marsha sih 😱,7,0,2023-03-14T07:55:34Z,solo dance marsha sih,23,positive,0.7602284550666809
