ID,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_clean_words,Sentiment_score,Sentiment
UgzoFX5bNv53W_r9D4J4AaABAg,@zhukovussr6961,"Salam dari 🇲🇾, congrats for 1.1 mil view",13,1,2023-04-14T10:06:28Z,"Salam dari , congrats for 1.1 mil view",salam congrats mil view,1,positive
UgyoBULuwMtqVZ3_F6N4AaABAg,@reziansyah8529,Congrats 1jt viewers,13,1,2023-03-31T08:55:32Z,Congrats 1jt viewers,congrats jt viewers,1,positive
UgyrMzSf2JqGvCcdKb14AaABAg,@Blacklistboo,"4,8k... Sebelum April bisa nih",13,1,2023-03-30T23:04:18Z,"4,8k... Sebelum April bisa nih",ke april ini,0,neutral
UgyZYY904nnGjwU2igN4AaABAg,@ridwanmuhammady,"Rank Visual Versi Gw di SPV ini:
5. Muthe
4. Kathrina
3. Marsha
2. Ashel
1. Freya",13,1,2023-03-27T15:08:08Z,Rank Visual Versi Gw di SPV ini: 5. Muthe 4. Kathrina 3. Marsha 2. Ashel 1. Freya,rank visual versi saya spv muthe kathrina marsha ashel freya,0,neutral
Ugy6w2O7RpQ_vThJHbt4AaABAg,@Peraya_Lertprasert,Nah abis Maghrib an streaming lagi,13,1,2023-03-25T11:27:39Z,Nah abis Maghrib an streaming lagi,habis maghrib streaming,1,positive
UgwvfOWvRLb-7QntgLB4AaABAg,@revanuryaniagustina7610,Kok mayan enak .pdhl gak tau lagunya 😅,13,1,2023-03-25T02:54:56Z,Kok mayan enak .pdhl gak tau lagunya,mayan enak pdhl tahu lagunya,1,positive
UgxtIu6AytNyZfYniVF4AaABAg,@maiibine,"ini bagus banget.. 😭😭 udah lama gak ikutin JKT48 perkembangannya udah jauh banget yaa...
dengerin ini sejenak kaya dengerin lagu sailoor moon versi indonesia 😂😂",13,1,2023-03-20T04:04:11Z,ini bagus banget.. udah lama gak ikutin JKT48 perkembangannya udah jauh banget yaa... dengerin ini sejenak kaya dengerin lagu sailoor moon versi indonesia,bagus banget sudah ikutin jkt48 perkembangannya sudah banget dengerin kaya dengerin lagu sailoor moon versi indonesia,3,positive
Ugx9IIQtO8XyOol0CTB4AaABAg,@pinkufinger3815,Bisa nih kayaknya 1 minggu 1jt,13,1,2023-03-18T10:30:36Z,Bisa nih kayaknya 1 minggu 1jt,ini kayaknya minggu jt,0,neutral
UgwWoSlstjd_1RTEmYx4AaABAg,@rahmatkiehl,"Anjir!! Keren banget woii. Gila. Dari visual, konsep, dance, stage dan lihghting bagus banget gila!! Bodo amat mau konsepnya LGBT pun. Just support them! Good luck girls! Xx",13,1,2023-03-16T14:07:25Z,"Anjir!! Keren banget woii. Gila. Dari visual, konsep, dance, stage dan lihghting bagus banget gila!! Bodo amat mau konsepnya LGBT pun. Just support them! Good luck girls! Xx",anjing keren banget gila visual konsep dance stage lihghting bagus banget gila bodo konsepnya lgbt support good luck girls xx,0,neutral
UgzRc0zaodh4YTY0Ox14AaABAg,@showyourskill,"marsha, freya,atin ,acel,mumu keren dah udah trending 1 nihhh >_<",13,1,2023-03-15T00:31:45Z,"marsha, freya,atin ,acel,mumu keren dah udah trending 1 nihhh >_<",marsha freyaatin acelmumu keren deh sudah trend nih,1,positive
UgymRil91uCS_Cte4Nx4AaABAg,@wahidwahid9982,"Gak usah ladenin orang awam, mereka ga bakalan balik lagi buat lihat penjelasan kalian.

Kalo kalian mau tau dia orang awam, klik foto profilnya berapa kali dia komentar di channel JKT48",13,1,2023-03-15T00:20:12Z,"Gak usah ladenin orang awam, mereka ga bakalan balik lagi buat lihat penjelasan kalian. Kalo kalian mau tau dia orang awam, klik foto profilnya berapa kali dia komentar di channel JKT48",ladenin orang awam lihat penjelasan kalau tahu orang awam klik foto profilnya kali komentar channel jkt48,-1,negative
Ugys73F4GerPnJrKLdp4AaABAg,@jeromenicolas9653,"Org awam dtg kesini krn pd tranding di twitter dan tiktok, nyampe ke sini pada ga paham apa isi lagunya krn gabiasa sama lirik JKT KWKWKWKWK, TP overall mksh yg ud dtg ke sini yaaa",13,1,2023-03-14T21:14:29Z,"Org awam dtg kesini krn pd tranding di twitter dan tiktok, nyampe ke sini pada ga paham apa isi lagunya krn gabiasa sama lirik JKT KWKWKWKWK, TP overall mksh yg ud dtg ke sini yaaa",org awam datang kesini karena pada tranding twitter tiktok nyampe paham isi lagunya karena gabiasa lirik jkt kwkwkwkwk tapi overall mksh yang sudah datang ya,-1,negative
UgzlfchQKyW0zTb14Lt4AaABAg,@ariframdani6017,"Trending no 2 umum, trending no7 music",13,1,2023-03-14T15:09:00Z,"Trending no 2 umum, trending no7 music",trend trend music,0,neutral
UgyTCQQk2kBNsrhdv7V4AaABAg,@ApaajaChanneltv,"Bagus sih di luar ekspektasi..
Buat yang berpikir gimna2 stop lah ini kan cuma lagu..

Dan JKT48 juga katanya mau go internasional kalian semestinya support,,mau go internasional tapi masih ikutin budaya sini trs gimna bisa di terima jga di budaya luar dan menarik fans luar..

Ini jga gak terlalu gimna2 bagus ko klo pun kalian berpikir kejauhan ya berarti ekspresi dan pembawaan member berhasil membawa kan isi lagu dan makna lagu nya ...",13,1,2023-03-14T13:54:32Z,"Bagus sih di luar ekspektasi.. Buat yang berpikir gimna2 stop lah ini kan cuma lagu.. Dan JKT48 juga katanya mau go internasional kalian semestinya support,,mau go internasional tapi masih ikutin budaya sini trs gimna bisa di terima jga di budaya luar dan menarik fans luar.. Ini jga gak terlalu gimna2 bagus ko klo pun kalian berpikir kejauhan ya berarti ekspresi dan pembawaan member berhasil membawa kan isi lagu dan makna lagu nya ...",bagus ekspektasi berpikir gimna stop lagu jkt48 go internasional semestinya supportmau go internasional ikutin budaya terus gimna terima juga budaya menarik fans juga gimna bagus ko kalau berpikir kejauhan ekspresi pembawaan member berhasil membawa isi lagu makna lagu,8,positive
Ugxy07gGX5P6TiGrEwt4AaABAg,@DXHatakeKakashi,"I like this a lot ...
and not just me ;)
(yes, we're back ^^)",13,1,2023-03-13T19:36:14Z,"I like this a lot ... and not just me ;) (yes, we're back ^^)",like lot yes back,0,neutral
Ugy8Rx6sZ5fA8ZxWRFF4AaABAg,@boboiboysolar13,3:25 Ga kuat weh 😭🤣,13,0,2024-04-27T07:14:27Z,3:25 Ga kuat weh,kuat weh,1,positive
UgywYGjuxhg0XXLp20F4AaABAg,@muhammaddermawan7651,Cmn yg selalu pemikiran negatif saja yg menganggap ini mengandung nilai LGBT,13,0,2023-10-18T13:49:51Z,Cmn yg selalu pemikiran negatif saja yg menganggap ini mengandung nilai LGBT,cmn yang pemikiran negatif yang menganggap mengandung nilai lgbt,0,neutral
Ugxm7utz1w3-zuygLHV4AaABAg,@dayatyat9663,"Udah 1jt sub
Lebih di tingkatkan Nasionalisnya
Terimksh jkt48 & fans,  dari jalur manapun.. Love from watermelon farmer🍉",13,0,2023-04-28T10:05:15Z,"Udah 1jt sub Lebih di tingkatkan Nasionalisnya Terimksh jkt48 & fans, dari jalur manapun.. Love from watermelon farmer",sudah jt sub tingkatkan nasionalisnya terimksh jkt48 fans jalur manapun love watermelon farmer,2,positive
UgzM4Ea0yxgCOc3viu14AaABAg,@donaldduck6900,Yeeee 1jt 😊👍🏻,13,0,2023-03-31T12:44:28Z,Yeeee 1jt,ye jt,0,neutral
UgyFUnnBXSz0Z7OQ1st4AaABAg,@howlers10,congrats 1m viewsss🎉🎉🎉,13,0,2023-03-31T12:42:02Z,congrats 1m viewsss,congrats views,1,positive
Ugz0NbvJs1cBS0RLK3Z4AaABAg,@nnnnn2160,Wahhh 1jt . Next lagu berikanlah coklat dengan bibir,13,0,2023-03-31T10:21:09Z,Wahhh 1jt . Next lagu berikanlah coklat dengan bibir,wah jt lanjut lagu berikanlah coklat bibir,2,positive
UgyqxzvOujKzFCwH-nV4AaABAg,@DenaNatalia92,Congrats untuk 1jt view nya,13,0,2023-03-31T09:43:30Z,Congrats untuk 1jt view nya,congrats jt view,1,positive
UgxOLYWGgAhQsoYN3Mt4AaABAg,@syelfi488,Kerennn👍👍👍,13,0,2023-03-31T09:02:37Z,Kerennn,keren,1,positive
Ugx4uQbEbkyqzRWIYEF4AaABAg,@asyrofilh.9241,"Bentar lagi 1 juta, ayo gas",13,0,2023-03-31T08:44:30Z,"Bentar lagi 1 juta, ayo gas",sebentar juta ayo gas,0,neutral
UgzEPdTXbmFau4Hjsoh4AaABAg,@TheKING50.50,Makasih buat yg sama2 nonton pv ini nyampe 1 jt,13,0,2023-03-31T01:47:35Z,Makasih buat yg sama2 nonton pv ini nyampe 1 jt,terima kasih yang nonton pv nyampe jt,1,positive
UgyqZTiUyyo8XMy0fh54AaABAg,@Dani_123_,"6k lg, gass teruss!!",13,0,2023-03-30T19:55:05Z,"6k lg, gass teruss!!",ke lagi gass teruss,0,neutral
Ugx-K3INDhTDb1XYuqV4AaABAg,@djunazian,Yuk sebelu sahur 1jt gaesss,13,0,2023-03-30T15:53:59Z,Yuk sebelu sahur 1jt gaesss,yuk sebelu sahur jt gaes,0,neutral
UgwE2Nf6wooBu5j9zxJ4AaABAg,@ilhamkm2319,Gass 1 Juta,13,0,2023-03-30T14:03:03Z,Gass 1 Juta,gass juta,0,neutral
UgwDzQ_4aQ-dh6cOIuV4AaABAg,@Dani_123_,Berbuka dgn oshibe,13,0,2023-03-30T10:45:20Z,Berbuka dgn oshibe,berbuka dengan oshibe,0,neutral
UgyDyVXnnCId16MsqNl4AaABAg,@encyputri802.,"30 Maret 2023









Puasa ramadhan part 8 nyaman 😂 selamat melihat streaming MP3 audio jkt48 new era MV performance untuk kalian semuanya",13,0,2023-03-30T05:15:33Z,30 Maret 2023 Puasa ramadhan part 8 nyaman selamat melihat streaming MP3 audio jkt48 new era MV performance untuk kalian semuanya,maret puasa ramadhan part nyaman selamat streaming mp audio jkt48 new era mv performance,3,positive
UgwudxxHljirHppCjGV4AaABAg,@encyputri802.,"29 Maret 2023








Puasa ramadhan part 7 semangat 😂 sama seperti lagu JKT48 new era MV menyemangati hariku harimu juga",13,0,2023-03-29T04:29:54Z,29 Maret 2023 Puasa ramadhan part 7 semangat sama seperti lagu JKT48 new era MV menyemangati hariku harimu juga,maret puasa ramadhan part semangat lagu jkt48 new era mv menyemangati hariku harimu,3,positive
UgwP_7BzfLaOkXJ7hed4AaABAg,@Frostenta,sekarang kalo streaming habis buka puasa&pulang teraweh🖐,13,0,2023-03-28T13:29:54Z,sekarang kalo streaming habis buka puasa&pulang teraweh,kalau streaming habis buka puasapulang teraweh,1,positive
Ugx5yG9A1wyUeE8ZIZV4AaABAg,@fairuzalqolbi3108,Yok bisa yok 1 juta,13,0,2023-03-28T11:30:44Z,Yok bisa yok 1 juta,yok yok juta,0,neutral
UgybWzpChWiy7T3jJ8R4AaABAg,@rizkysaputra4155,Ayo bisa 1 juta penonton,13,0,2023-03-26T21:02:24Z,Ayo bisa 1 juta penonton,ayo juta penonton,0,neutral
Ugz6TYg7vUiK8GLjkmd4AaABAg,@starsgch,sukses terus buat jeketii,13,0,2023-03-26T12:19:13Z,sukses terus buat jeketii,sukses jeketii,1,positive
Ugyys9XwpGInnrbtOWt4AaABAg,@encyputri802.,"26 Maret 2023











Puasa ramadhan part 4 oke 😂 selamat datang di blog ini streaming MP3 audio jkt48 new era MV semakin semangat",13,0,2023-03-26T02:43:56Z,26 Maret 2023 Puasa ramadhan part 4 oke selamat datang di blog ini streaming MP3 audio jkt48 new era MV semakin semangat,maret puasa ramadhan part oke selamat blog streaming mp audio jkt48 new era mv semangat,3,positive
UgxLbnM_bMuVtKsCuYx4AaABAg,@suhrum,Nih lagu bagus banget,13,0,2023-03-25T18:39:36Z,Nih lagu bagus banget,ini lagu bagus banget,2,positive
Ugy4Q8Kescz9-WHczPZ4AaABAg,@mahdaniahmahdaniah1995,STREAMING LAGI GAK SIHHH😂😂😂❤,13,0,2023-03-25T13:06:25Z,STREAMING LAGI GAK SIHHH,streaming sih,0,neutral
UgyN0n2-pzuk8vMyWVd4AaABAg,@Dani_123_,Yukk gaskan 1M dikit lg... Semangat!!!,13,0,2023-03-25T11:30:56Z,Yukk gaskan 1M dikit lg... Semangat!!!,yukk gaskan dikit lagi semangat,1,positive
Ugw7NMl8eIqh08PIsvV4AaABAg,@lestidhyah,Suka suaranya imut-imut,13,0,2023-03-24T23:40:30Z,Suka suaranya imut-imut,suka suaranya imutimut,0,neutral
UgzhBsEIERkp1bubdQZ4AaABAg,@nabilawkwrealnew_8652,Candu abiez,13,0,2023-03-24T16:59:29Z,Candu abiez,candu abiez,0,neutral
Ugz7mmApOb3P7U8UoFF4AaABAg,@nikrozz8130,hai,13,0,2023-03-24T13:31:30Z,hai,hai,0,neutral
UgwvmWPX8bTU79-7Fgl4AaABAg,@malikibrahim-cl5sj,Berasa dengerin opening sailormoon😅,13,0,2023-03-24T10:17:17Z,Berasa dengerin opening sailormoon,berasa dengerin opening sailormoon,0,neutral
UgxTHNTTBgjERzgcI2Z4AaABAg,@penjagaakunputrifilm2234,Wow luar biasa,13,0,2023-03-24T09:46:42Z,Wow luar biasa,wow,0,neutral
UgzX9dcxAtfbcxTVKTR4AaABAg,@Peraya_Lertprasert,"900 k+ views, 981 k+ subs",13,0,2023-03-23T20:13:32Z,"900 k+ views, 981 k+ subs",ke views ke subs,0,neutral
UgykmG35Glu_guS0zOd4AaABAg,@GustiWicaksana,Marsha yang baik nan suci tergoda sama 4 dedemit manis 😂😂😂,13,0,2023-03-23T16:48:08Z,Marsha yang baik nan suci tergoda sama 4 dedemit manis,marsha nan suci tergoda dedemit manis,2,positive
UgxKlT6pL4PqJJZt_Jp4AaABAg,@fahrisahputrasayangfiony,Streaming dulu sebelum insak 😂😂😁😁,13,0,2023-03-22T20:17:39Z,Streaming dulu sebelum insak,streaming insak,0,neutral
Ugybm4G-Q_yd0VZAB194AaABAg,@firyal1111,Alangkah baiknya streaming dulu sebelum puasa 😂,13,0,2023-03-22T18:02:33Z,Alangkah baiknya streaming dulu sebelum puasa,alangkah baiknya streaming puasa,0,neutral
UgwukTzoEAi3aJTpI3F4AaABAg,@akunmanusia12,Terqejud,13,0,2023-03-22T07:19:14Z,Terqejud,terqejud,0,neutral
Ugz2QOdSQ1aq35XdduB4AaABAg,@sFM-li2im,Maju terus Taman Kanak-kanak semangat Ramadhan 🫶🏻🫶🏻🫶🏻,13,0,2023-03-22T03:43:24Z,Maju terus Taman Kanak-kanak semangat Ramadhan,maju taman kanakkanak semangat ramadhan,2,positive
Ugwwg2IHonUsax5oTHl4AaABAg,@alfinanriyanto740,Gila ini masih trending?,13,0,2023-03-22T01:23:25Z,Gila ini masih trending?,gila trend,-1,negative
UgzheN_mu5vxFsTuSPp4AaABAg,@dheadahliaavriliand9284,Sumpah ini tu keren bangettttt❤❤❤❤,13,0,2023-03-21T15:44:23Z,Sumpah ini tu keren bangettttt,sumpah tu keren banget,1,positive
UgwXfslXnMfG_z4iXFR4AaABAg,@byeonipai,ENAK LAGUNYA,13,0,2023-03-21T05:11:56Z,ENAK LAGUNYA,enak lagunya,1,positive
UgzqQoYsqTewongo-6x4AaABAg,@Apasihitu7,"yah gabisa sejeti dalam seminggu ye, gas lah 10 hari sejeti ges",13,0,2023-03-20T16:06:22Z,"yah gabisa sejeti dalam seminggu ye, gas lah 10 hari sejeti ges",yah gabisa sejeti seminggu ye gas sejeti ges,0,neutral
UgznXUyRtea71Ouc5xx4AaABAg,@Peraya_Lertprasert,"Diluar hujan deras, aku masih streaming Oshibe",13,0,2023-03-20T08:06:01Z,"Diluar hujan deras, aku masih streaming Oshibe",diluar hujan deras streaming oshibe,0,neutral
UgzNTgR7LlQyeoq6yvl4AaABAg,@Eiji-Hoshimiya,Awesome,13,0,2023-03-20T06:24:16Z,Awesome,awesome,1,positive
Ugz7Tlr6uLLQX5B9eNd4AaABAg,@MrAmboee,Betah bgt trending big 10,13,0,2023-03-20T00:55:32Z,Betah bgt trending big 10,betah banget trend big,0,neutral
Ugw8cLnIGc2HnDY57AZ4AaABAg,@hyemilachapelle4334,Weeeyyy triak ku liat nya keren bet😢❤🔥btw itu siapa yg rambut pendek akting nya keren banget wey😮sampe ku ulang2 bagiannya😅,13,0,2023-03-19T19:46:40Z,Weeeyyy triak ku liat nya keren betbtw itu siapa yg rambut pendek akting nya keren banget weysampe ku ulang2 bagiannya,wey triak lihat keren betbtw yang rambut pendek akting keren banget weysampe ulang bagiannya,1,positive
UgzA0DVMD3SUDnMLGtt4AaABAg,@Adbvckramadhan,JOT tolong upload yang full koreo please 😢,13,0,2023-03-19T17:31:08Z,JOT tolong upload yang full koreo please,jot tolong upload full koreo please,0,neutral
UgyzmwdZdqrmnGy7p2V4AaABAg,@syajoanchannel,Sumpah ini keren abizzzzzzz ..,13,0,2023-03-19T16:29:47Z,Sumpah ini keren abizzzzzzz ..,sumpah keren abiz,1,positive
Ugx8cjf8He9KmhTf-x14AaABAg,@Blacklistboo,Naik lagi dong 😯 waahh,13,0,2023-03-19T14:44:22Z,Naik lagi dong waahh,waahh,0,neutral
UgzF84c611tQKwSUP554AaABAg,@IntanKartika19,Intronya terinspirasi dari lagu aladin yang arabian nights will smith nih pasti om jot,13,0,2023-03-19T14:41:46Z,Intronya terinspirasi dari lagu aladin yang arabian nights will smith nih pasti om jot,intronya terinspirasi lagu aladin arabian nights smith ini om jot,1,positive
UgyfzaVndhZk2vdiwMJ4AaABAg,@rahmatsubroto1800,Sebelum puasa bisa GK ya 1jt view?,13,0,2023-03-18T09:27:42Z,Sebelum puasa bisa GK ya 1jt view?,puasa gk jt view,0,neutral
Ugx2XCZL7pTr31SR-W14AaABAg,@fye13,"Keren parah sih emang
Bener2 masih jatuh cinta banget sama dance dan visual yang tersaji",13,0,2023-03-17T22:39:14Z,Keren parah sih emang Bener2 masih jatuh cinta banget sama dance dan visual yang tersaji,keren parah emang benar jatuh cinta banget dance visual tersaji,1,positive
Ugw2WBXSHkp0TB5GJch4AaABAg,@hunterinspace5462,"woah udah 700 ges, semangaattt teruss!!",13,0,2023-03-17T16:38:24Z,"woah udah 700 ges, semangaattt teruss!!",woah sudah ges semangaat teruss,0,neutral
UgwK4gVeiCPsvNFjF0d4AaABAg,@Enzo-sq9ew,New konsep 💙💙💙,13,0,2023-03-17T16:35:13Z,New konsep,new konsep,1,positive
Ugzkobgp-RWf5imBmAF4AaABAg,@dani48yeah,"700k views.. Otw 800k gass teruss ""emot api""",13,0,2023-03-17T16:02:31Z,"700k views.. Otw 800k gass teruss ""emot api""","ke views on the way, sedang di jalan ke gass teruss emot api",0,neutral
UgzVe53DLEkduZr5gNh4AaABAg,@luckygirl2674,"Ini kayak drama musical yg bisa ditonton di theater, aku berasa ada di theater drama musical. Terlalu amazing untuk di youtube",13,0,2023-03-15T13:44:38Z,"Ini kayak drama musical yg bisa ditonton di theater, aku berasa ada di theater drama musical. Terlalu amazing untuk di youtube",kayak drama musical yang ditonton theater berasa theater drama musical amazing youtube,1,positive
Ugxy-re-0orFCNu5iiB4AaABAg,@joe_jr,2:30 nanti pasti akan dimarahi mama,13,0,2023-03-15T11:08:55Z,2:30 nanti pasti akan dimarahi mama,dimarahi mama,-1,negative
Ugw8cMfSC1YaVexnrhJ4AaABAg,@Peraya_Lertprasert,"Gw bilang apa? Biarpun dihujat tapi yg suka jg bnyk cuy wkwkwk
Tapi mereka suka nya secara diam2.
Tuh sejak PV dirilis, subscribers naik terus",13,0,2023-03-15T05:04:24Z,"Gw bilang apa? Biarpun dihujat tapi yg suka jg bnyk cuy wkwkwk Tapi mereka suka nya secara diam2. Tuh sejak PV dirilis, subscribers naik terus",saya bilang biarpun dihujat yang suka juga banyak cuy tertawa suka diam tuh pv dirilis subscribers,2,positive
Ugzj7cvD9roVzHvYTJ54AaABAg,@putraajah882,Selama gua nge stand ni grup bari kali ini trending 1 dengan cepat 😂mantan om jeot,13,0,2023-03-15T01:18:11Z,Selama gua nge stand ni grup bari kali ini trending 1 dengan cepat mantan om jeot,saya nge stand ini grup bari kali trend cepat mantan om jeot,1,positive
UgxYS9vNHBDmjnPfA8t4AaABAg,@astriutamaa,Kerja bagus tim JKT!!,13,0,2023-03-15T01:00:09Z,Kerja bagus tim JKT!!,kerja bagus tim jkt,1,positive
UgwRyTEpTAW4b4kg8Zl4AaABAg,@wisnumegantoro,Laaaah... ternyata beneran jadi trending 1 umum dong! Gokil sih ini.,13,0,2023-03-15T00:38:50Z,Laaaah... ternyata beneran jadi trending 1 umum dong! Gokil sih ini.,lah beneran trend gila,-1,negative
UgzlVNNG8hASKkJIyHh4AaABAg,@adriaansssyahhss,"Bodo amaat kalian mau bilang apaaa... 
Ni kereen banget jadi harus di UP
Idol lokal brooooo",13,0,2023-03-15T00:19:51Z,Bodo amaat kalian mau bilang apaaa... Ni kereen banget jadi harus di UP Idol lokal brooooo,bodo amaat bilang apa ini kereen banget idol lokal bro,0,neutral
UgweBWwQf3Z2ozFxPp54AaABAg,@abeceadaberapa1495,"Jika otak dan hatinya sudah kotor, maka apa yg dilihatnya dan yg akan dilontarkannya akan kotor juga. 
Si pintar akan memilah2 apa yg harus ditonton, si bodoh akan meninggalkan jejak jelek karena memang itu tabiatnya.

Btw aku masih nunggu playlist new era ada d spotify wkwkwk",13,0,2023-03-14T14:39:34Z,"Jika otak dan hatinya sudah kotor, maka apa yg dilihatnya dan yg akan dilontarkannya akan kotor juga. Si pintar akan memilah2 apa yg harus ditonton, si bodoh akan meninggalkan jejak jelek karena memang itu tabiatnya. Btw aku masih nunggu playlist new era ada d spotify wkwkwk",otak hatinya kotor yang dilihatnya yang dilontarkannya kotor si pintar memilah yang ditonton si bodoh meninggalkan jejak jelek tabiatnya ngomong-ngomong nunggu playlist new era spotify tertawa,-3,negative
UgzUkj5bRtJXJytI1WF4AaABAg,@tiaramanis624,"Congrats buat Freya, ashel, marsha, katrin, muthe, keren bgt, marshaaa cakep bgt ya Allah",13,0,2023-03-14T12:47:51Z,"Congrats buat Freya, ashel, marsha, katrin, muthe, keren bgt, marshaaa cakep bgt ya Allah",congrats freya ashel marsha katrin muthe keren banget marsha cakep banget allah,2,positive
UgwsnxR1R44wOqFSTu54AaABAg,@christianchandrakhoe1915,"kerenn bgtt, konsep, alur, Mc, aransemen lagu nya baguss bgt gilaaa",13,0,2023-03-14T09:41:20Z,"kerenn bgtt, konsep, alur, Mc, aransemen lagu nya baguss bgt gilaaa",kerenn banget konsep alur mc aransemen lagu baguss banget gila,0,neutral
UgxWwiCbwA2toVk6xtB4AaABAg,@ikvanjuan3693,"mereka itu professional kerja,Setdah gk paham2. pikiran kotor kalian tolong lah hilangin,ini dunia entertainment 🤦‍♂️",13,0,2023-03-14T08:15:43Z,"mereka itu professional kerja,Setdah gk paham2. pikiran kotor kalian tolong lah hilangin,ini dunia entertainment",professional kerjasetdah gk paham pikiran kotor tolong hilanginini dunia entertainment,-1,negative
UgxRfw06cHNi27rS0Qp4AaABAg,@hamonangantan7910,"Luv banget JKT48, Marsha muthe Freya ashel Katrin beuh panas panas",13,0,2023-03-14T06:43:18Z,"Luv banget JKT48, Marsha muthe Freya ashel Katrin beuh panas panas",luv banget jkt48 marsha muthe freya ashel katrin beuh panas panas,2,positive
UgzQbUY9xknKwJuModh4AaABAg,@Imas29,"Malam ini rahasia ya
Kamu tak boleh bilang siapa-siapa
Datang ke sini juga rahasia
Terus sekarang mau apa?

Ah, di cahaya bulan (Misterius)
Ah, awan menghiasi (Mengundang)
Ayo ke sini, apakah yang kau mau?
Ke taman bunga para gadis

Rasa madu adalah rahasianya
Ya (Ya)
Ini janji yang terlarang
Ketakutan (Juga was-was)
Terasa, 'kan? (Ya, terasa)
Permainan berbahaya

Tiba-tiba saling memandang
Kenapa? (Kenapa?)
Hanya terdiam saja, kah?
Tangan yang (Diulurkan)
Bersentuhan (Kita bagai)
Sari bunga dan kupu-kupu malam

Aku tak biasa punya rahasia
Nanti pasti 'kan dimarahi mama
Rahasia bukanlah masalah
Nikmati sajalah saat ini

Ah, bunga yang tak pernah (Aku lihat)
Ah, aromanya itu (Manisnya)
Jangan menggodaku, akan aku ajari
Di taman bunga para gadis
Cinta itu 'kan selalu immoral
Hei (Hei)
Bibir yang mulai mendekat
Tidak boleh (Ah, boleh lah)
Jangan ah (Ih, lucunya)
Kita telah melewati

Batasnya dan saling mencinta
Sudah (Sudah)
Nafas pun menjadi panjang
Panas sekali (Insting ini)
Menakutkan (Menyerahlah)
Sari bunga dan kupu-kupu malam

Rasa madu adalah rahasianya
Ya (Ya)
Ini janji yang terlarang
Ketakutan (Juga was-was)
Terasa, 'kan? (Ya, terasa)
Permainan berbahaya
Tiba-tiba saling memandang
Kenapa? (Kenapa?)
Hanya terdiam saja, kah?
Tangan yang (Diulurkan)
Bersentuhan (Kita bagai)
Sari bunga dan kupu-kupu malam",13,0,2023-03-14T06:21:59Z,"Malam ini rahasia ya Kamu tak boleh bilang siapa-siapa Datang ke sini juga rahasia Terus sekarang mau apa? Ah, di cahaya bulan (Misterius) Ah, awan menghiasi (Mengundang) Ayo ke sini, apakah yang kau mau? Ke taman bunga para gadis Rasa madu adalah rahasianya Ya (Ya) Ini janji yang terlarang Ketakutan (Juga was-was) Terasa, 'kan? (Ya, terasa) Permainan berbahaya Tiba-tiba saling memandang Kenapa? (Kenapa?) Hanya terdiam saja, kah? Tangan yang (Diulurkan) Bersentuhan (Kita bagai) Sari bunga dan kupu-kupu malam Aku tak biasa punya rahasia Nanti pasti 'kan dimarahi mama Rahasia bukanlah masalah Nikmati sajalah saat ini Ah, bunga yang tak pernah (Aku lihat) Ah, aromanya itu (Manisnya) Jangan menggodaku, akan aku ajari Di taman bunga para gadis Cinta itu 'kan selalu immoral Hei (Hei) Bibir yang mulai mendekat Tidak boleh (Ah, boleh lah) Jangan ah (Ih, lucunya) Kita telah melewati Batasnya dan saling mencinta Sudah (Sudah) Nafas pun menjadi panjang Panas sekali (Insting ini) Menakutkan (Menyerahlah) Sari bunga dan kupu-kupu malam Rasa madu adalah rahasianya Ya (Ya) Ini janji yang terlarang Ketakutan (Juga was-was) Terasa, 'kan? (Ya, terasa) Permainan berbahaya Tiba-tiba saling memandang Kenapa? (Kenapa?) Hanya terdiam saja, kah? Tangan yang (Diulurkan) Bersentuhan (Kita bagai) Sari bunga dan kupu-kupu malam",malam rahasia bilang siapasiapa rahasia ah cahaya misterius ah awan menghiasi mengundang ayo kamu taman bunga gadis madu rahasianya janji terlarang ketakutan waswas permainan berbahaya tibatiba memandang terdiam tangan diulurkan bersentuhan sari bunga kupukupu malam rahasia dimarahi mama rahasia nikmati ah bunga lihat ah aromanya manisnya menggodaku ajari taman bunga gadis cinta immoral hei hei bibir mendekat ah ah ih lucunya melewati batasnya mencinta nafas panas insting menakutkan menyerahlah sari bunga kupukupu malam madu rahasianya janji terlarang ketakutan waswas permainan berbahaya tibatiba memandang terdiam tangan diulurkan bersentuhan sari bunga kupukupu malam,-5,negative
Ugy8YlC6ZqyI_txOjUt4AaABAg,@youtubeterooss4168,"NAHH JOT, kalian kalo bikin MV gak usah jauh² ke luar negeri, contoh special performance kaya gini aja udh bagus banget tinggal tambahin story, pengambilan gambar bagus, pencahayaan ciamik gini, dah mantap bgt menurut gua.",13,0,2023-03-14T02:28:30Z,"NAHH JOT, kalian kalo bikin MV gak usah jauh ke luar negeri, contoh special performance kaya gini aja udh bagus banget tinggal tambahin story, pengambilan gambar bagus, pencahayaan ciamik gini, dah mantap bgt menurut gua.",nahh jot kalau bikin mv negeri contoh special performance kaya gini saja udh bagus banget tinggal tambahin story pengambilan gambar bagus pencahayaan ciamik gini deh mantap banget saya,4,positive
