ID,Username,Comment,LikeCount,ReplyCount,Date,Comment_clean,Comment_size,Sentiment,Confidence,Comment_stem
UgxDmXsbKj1N0uPl2j94AaABAg,@wahyutulussetyantini9761,Gass 1jt,12,0,2023-03-20T01:01:36Z,Gass 1jt,8,positive,0.5518701672554016,gass
UgxDKV9KXmX14KhmuxN4AaABAg,@arrr3750,Naik lagi trandnya,12,0,2023-03-20T00:30:13Z,Naik lagi trandnya,18,neutral,0.9211121797561646,trandnya
UgztvHB_KmXzfFcpkkV4AaABAg,@dayatyat8291,"Permisi, mau setor viewer lagi",12,0,2023-03-19T20:02:16Z,"Permisi, mau setor viewer lagi",30,neutral,0.9929469227790833,setor viewer
UgxzPdx11Bwv0hKQPM94AaABAg,@Hera-i,Wihh gg naik lagi tranding music nya,12,0,2023-03-19T15:47:47Z,Wihh gg naik lagi tranding music nya,36,negative,0.8433889746665955,wihh gg tranding music nya
UgzB7VkQAB7TtC2wFK14AaABAg,@krisputraok,Nadanya kok mirip soundtrack Sailor Moon yes,12,0,2023-03-19T14:39:10Z,Nadanya kok mirip soundtrack Sailor Moon yes,44,negative,0.978372037410736,nada soundtrack sailor moon yes
UgxgnmDCMeIwf-b5l-B4AaABAg,@cindyvathalia9884,jkt48 bangkit lagi 👍🏻,12,0,2023-03-19T12:12:33Z,jkt48 bangkit lagi,18,positive,0.5387899875640869,jkt48 bangkit
UgzzEZTWR5EQEc191P14AaABAg,@reyreina9816,"""akan aku ajari. Ke taman bunga para gadis"". 😘 ♡♡",12,0,2023-03-19T06:16:10Z,"""akan aku ajari. Ke taman bunga para gadis"".",44,negative,0.8576233983039856,taman bunga
UgzhT-l47YXekHV3URp4AaABAg,@agushardito5639,979rb subscriber bentar lagi 980rb menuju 1 juta,12,0,2023-03-18T13:58:39Z,979rb subscriber bentar lagi 980rb menuju 1 juta,48,neutral,0.9938786625862122,subscriber bentar juta
UgyHiGBFujhx8F8iaw94AaABAg,@harianael,WOHOOO AHAHAUUAKSJSHAKSUA SUKA BANGET ANJRIT SESUKA ITU SUPER DUPER SUKA 💋✨💘💕🤝🏻💐❤️‍🔥🫂💕💗,12,0,2023-03-18T09:36:39Z,WOHOOO AHAHAUUAKSJSHAKSUA SUKA BANGET ANJRIT SESUKA ITU SUPER DUPER SUKA,72,positive,0.991869568824768,wohooo ahahauuaksjshaksua suka banget anjrit suka super duper suka
UgyOIrFBPeDne6jLkK94AaABAg,@encyputri802.,"18 Maret 2023









Go go go semangat streaming MP3 audio jkt48 new era MV
Up up up lagunya 1jt guys
Jangan pikir negatif ya 
Komentar MV ini
Niru gaya India
Positif thinking aja all 🙏",12,0,2023-03-18T08:20:44Z,18 Maret 2023 Go go go semangat streaming MP3 audio jkt48 new era MV Up up up lagunya 1jt guys Jangan pikir negatif ya Komentar MV ini Niru gaya India Positif thinking aja all,175,positive,0.4717971086502075,maret go go go semangat streaming audio jkt48 new era mv lagu guys pikir negatif ya komentar mv niru gaya india positif thinking aja
Ugy-QtHrKs4E1W4PXjx4AaABAg,@nopalrmdn572,"Gw udh nonton versi jepangnya dan baru tau artinya setelah nonton video ini, awalnya gw kira lagu ebi kek ada adegan cipokannya.
Btw koreografi nya bagus banget..!!
Paling demen aransemenya gokil candu parah coyy terngiang² dikepala 🤙
Tambahan dari saya tolong tambahkan eng subnya biar org luar yg ngereac biar paham👌👌
Sekian dari saya makasih.. 🙏👍
No judge ✌️🤘",12,0,2023-03-18T14:52:52Z,"Gw udh nonton versi jepangnya dan baru tau artinya setelah nonton video ini, awalnya gw kira lagu ebi kek ada adegan cipokannya. Btw koreografi nya bagus banget..!! Paling demen aransemenya gokil candu parah coyy terngiang dikepala Tambahan dari saya tolong tambahkan eng subnya biar org luar yg ngereac biar paham Sekian dari saya makasih.. No judge",350,positive,0.9420007467269896,gw udh nonton versi jepangnya tau nonton video gw lagu ebi kek adegan btw koreografi nya bagus demen aransemenya gokil candu parah coyy ngiang kepala tambah tolong tambah eng sub biar org yg ngereac biar paham sekian judge
UgyfVe0UuUkJLllPm7N4AaABAg,@bawafiemalika,"Ga peduli sama komentar komentar jahat, ini bagus banget cooyyyy 😫😫😍",12,0,2023-03-17T17:20:48Z,"Ga peduli sama komentar komentar jahat, ini bagus banget cooyyyy",64,positive,0.9897854924201964,ga peduli komentar komentar bagus banget cooyyyy
UgxFpscp0CnRbp3R0p54AaABAg,@873aji,"Orang awam bodo amat, Fans nya malah yg ribut.
Wkwk",12,0,2023-03-17T12:13:03Z,"Orang awam bodo amat, Fans nya malah yg ribut. Wkwk",51,negative,0.9980394244194032,orang awam bodo fans nya yg wkwk
Ugy3Cz24ezNA4aXKW_x4AaABAg,@justinbahtiar8487,THIS IS ART GUYS PLS BE SMART !,12,0,2023-03-16T01:56:47Z,THIS IS ART GUYS PLS BE SMART !,31,positive,0.8691183924674988,art guys pls smart
Ugy36X9LyHdRiiaERxd4AaABAg,@metawinkirdpan2215,"Jadi orang yang masih julid di sini tuh adalah orang yang kebawa ombak amarah dari twitter + hanya bisa mengambil pov dr 1 sisi, terlalu malas kah untuk mencari tau maknanya? Atau gampang kemakan omongan orang wkwkwk

Miris.",12,0,2023-03-15T14:12:45Z,"Jadi orang yang masih julid di sini tuh adalah orang yang kebawa ombak amarah dari twitter + hanya bisa mengambil pov dr 1 sisi, terlalu malas kah untuk mencari tau maknanya? Atau gampang kemakan omongan orang wkwkwk Miris.",223,negative,0.9967145919799804,orang julid tuh orang bawa ombak amarah twitter ambil pov dr malas kah cari tau gampang makan omong orang wkwkwk
UgxNVuq7sSfhqwkcp_B4AaABAg,@anyeong3214,Super luar biasa JKT48 luar hebat fixxx nih mah harus mendunia harus tau,12,0,2023-03-15T11:47:06Z,Super luar biasa JKT48 luar hebat fixxx nih mah harus mendunia harus tau,72,positive,0.9941937327384948,super jkt48 hebat fixxx nih mah dunia tau
UgzBg8yWqk_hUvyhJeF4AaABAg,@mohammadjufrijufri1823,"gass terus terserah orang awam mau nanggepinnya ky gmn, yg penting mereka tau klo JKT48 masih bertahan dan berjuang sampe skrng!!",12,0,2023-03-15T11:31:16Z,"gass terus terserah orang awam mau nanggepinnya ky gmn, yg penting mereka tau klo JKT48 masih bertahan dan berjuang sampe skrng!!",129,negative,0.6294638514518738,gass serah orang awam nanggepinnya ky yg tau klo jkt48 tahan juang sampe
UgzgPqNYPMhLMY0p5st4AaABAg,@melindcitra3875,Cukup berani bikin gebrakan mv begini di indonesiaaaaaaahh over all keren sihh ini.🔥🔥🔥,12,0,2023-03-15T05:57:53Z,Cukup berani bikin gebrakan mv begini di indonesiaaaaaaahh over all keren sihh ini.,83,positive,0.995411455631256,berani bikin gebrak mv indonesiaaaaaaahh keren sihh
UgzO1r92nO9NQxcmH654AaABAg,@safiradwi04,Gilaa sih bisa trending 1,12,0,2023-03-15T00:25:33Z,Gilaa sih bisa trending 1,25,negative,0.96186363697052,gilaa sih trending
UgzFw69pThQlAhw7kzJ4AaABAg,@gugumgumelar6638,Mantap Trending 1 dan viewers naik terus,12,0,2023-03-15T00:22:00Z,Mantap Trending 1 dan viewers naik terus,40,positive,0.9946357607841492,mantap trending viewers
UgwUd8NpNAEk9BVtWrV4AaABAg,@dani48yeah,"BTS nya gess

https://youtu.be/lXBE7TikOvA",12,0,2023-03-15T00:07:49Z,BTS nya gess https://youtu.be/lXBE7TikOvA,41,neutral,0.9945991039276124,bts nya gess
UgzFMIxu4Ax1tByAHOR4AaABAg,@etikadewi4071,"biar jelas, ni baju putih harusnya cowo..tapi member jkt48 ga bole interaksi sama model cowo..jadi diganti sesama member...gitu yaaa...biar aman jelasinnya wkwkwk",12,0,2023-03-14T23:59:55Z,"biar jelas, ni baju putih harusnya cowo..tapi member jkt48 ga bole interaksi sama model cowo..jadi diganti sesama member...gitu yaaa...biar aman jelasinnya wkwkwk",162,negative,0.5567666292190552,biar ni baju putih member jkt48 ga bole interaksi model ganti aman jelasinnya wkwkwk
UgxQ1UvlqOBmQg1sBp94AaABAg,@mulyanidwisetianingrum1172,"comgratz jot, membre, dan IDN bisa menduduki puncak yutub 🥰",12,0,2023-03-14T23:20:23Z,"comgratz jot, membre, dan IDN bisa menduduki puncak yutub",57,neutral,0.9909432530403136,comgratz idn duduk puncak yutub
UgzaGEEHIT6hlVbsA3J4AaABAg,@yudha7202,trending 1 coy,12,0,2023-03-14T23:18:44Z,trending 1 coy,14,neutral,0.512113094329834,trending coy
UgwUrMpK8Gz42BQQNGR4AaABAg,@itskindaneo9705,"Rekor nih JKT48 trending 1 umum, kayaknya MV pun ga nembus",12,0,2023-03-14T23:15:57Z,"Rekor nih JKT48 trending 1 umum, kayaknya MV pun ga nembus",58,neutral,0.8074588179588318,rekor nih jkt48 trending kayak mv ga nembus
UgwxB3yd2M3TnhrL4EV4AaABAg,@halimhavan212,Tranding 1 keren,12,0,2023-03-14T23:13:16Z,Tranding 1 keren,16,positive,0.9966253042221068,tranding keren
UgwPN-ATQpc9uAhqHUt4AaABAg,@pramita5006,Entah udah keberapa Kali aku nonton ga bosen bosen lebih Dari belasan aku dengerin sambil pejemin mata aja suaranya terdengar merdu bgt. Gakuad mo nangis 😭😭😭,12,0,2023-03-14T20:37:41Z,Entah udah keberapa Kali aku nonton ga bosen bosen lebih Dari belasan aku dengerin sambil pejemin mata aja suaranya terdengar merdu bgt. Gakuad mo nangis,153,positive,0.994521141052246,udah berapa kali nonton ga bosen bosen bas dengerin jin mata aja suara dengar merdu gakuad mo nang
UgybCymff7-FyFH0lK54AaABAg,@asyaaa6643,"Saking bagusnya ni video, harus dan wajib ditonton 10x sehari sih. Lebih malah bagus. Thanks JOT 👍 Semuanyaaaaaa keren. Tapi oshiku Freya disini ah kece banget!🔥🔥🔥",12,0,2023-03-14T15:47:29Z,"Saking bagusnya ni video, harus dan wajib ditonton 10x sehari sih. Lebih malah bagus. Thanks JOT Semuanyaaaaaa keren. Tapi oshiku Freya disini ah kece banget!",158,positive,0.9972800016403198,saking bagus ni wajib tonton hari thanks jot semuanyaaaaaa oshiku freya ah kece
UgxbrIdpVfacRLcSext4AaABAg,@velensyavel6400,"Keren betullll, megah banget set nya,",12,0,2023-03-14T15:14:09Z,"Keren betullll, megah banget set nya,",37,positive,0.9904727339744568,keren megah banget set
UgxZKxtWSk1n5136YIV4AaABAg,@harfiantipuput7352,OMG INI KEREN BANGETTTTTTTTTTT😭😭😭😭😭😭😭,12,0,2023-03-14T14:58:15Z,OMG INI KEREN BANGETTTTTTTTTTT,30,positive,0.9960973858833312,omg keren bangettttttttttt
UgznjK-l6Zb5FMDjJkR4AaABAg,@justinbahtiar8487,Komen aku di like dong,12,0,2023-03-14T14:49:38Z,Komen aku di like dong,22,neutral,0.7116738557815552,komen like
UgxrQFDkOdirxOoWqSZ4AaABAg,@santos8045,Out of the box njer new era,12,0,2023-03-14T14:28:19Z,Out of the box njer new era,27,neutral,0.6039093136787415,box njer new era
UgxHKb6PTPGie_ZlHw94AaABAg,@hadiahanugrawati7186,Makin keren aja nihhh. Personal branding mereka udah kuat🔥dengan karakter nya masing-masing mantab,12,0,2023-03-14T14:15:32Z,Makin keren aja nihhh. Personal branding mereka udah kuatdengan karakter nya masing-masing mantab,97,positive,0.9961997866630554,keren aja personal branding udah kuatdengan karakter nya mantab
UgzUMcX3LK1Eq-ayPqd4AaABAg,@onthebluesky,"Sebelum koar² masalah lgbt, mending pisahin dulu pola pikir antara karya seni, moral, dan agama. Apapun jika dibenturkan dgn agama pasti ada titik haramnya baik itu di bidang ekonomi, politik, dll termasuk seni",12,0,2023-03-14T11:55:57Z,"Sebelum koar masalah lgbt, mending pisahin dulu pola pikir antara karya seni, moral, dan agama. Apapun jika dibenturkan dgn agama pasti ada titik haramnya baik itu di bidang ekonomi, politik, dll termasuk seni",209,negative,0.969980001449585,koar mending pisahin pola pikir karya apa bentur dgn agama titik haram bidang dll seni
UgzZUweKDQoEIAhGoRF4AaABAg,@lindawatiwati-ir4jt,"Bagus banget,visual dapet dance keren totalitas bnget",12,0,2023-03-14T08:52:28Z,"Bagus banget,visual dapet dance keren totalitas bnget",53,positive,0.9968543648719788,bagus dapet dance keren totalitas bnget
UgzBy-mJZNi7LPCNjh94AaABAg,@seulbear1002,"Musik, konsep, visual, koreo, bagus bgt👏👏👏",12,0,2023-03-14T08:23:07Z,"Musik, konsep, visual, koreo, bagus bgt",39,positive,0.9963818788528442,bagus bgt
UgxoBw3twCg3QDAMHCp4AaABAg,@wahidwahid9982,"Yang bilang Perusak Generasi Bangsa!

Emang udah ngasih kontribusi apa sih buat Negara? 
Giliran ginian aja banyak diperdebatin, dulu 11tahun lalu JKT48 bangun Prestasi tapi minim Apresiasi tuh.,

Bahkan Kemendikbud aja gandeng jekatepatlapan",12,0,2023-03-14T08:03:30Z,"Yang bilang Perusak Generasi Bangsa! Emang udah ngasih kontribusi apa sih buat Negara? Giliran ginian aja banyak diperdebatin, dulu 11tahun lalu JKT48 bangun Prestasi tapi minim Apresiasi tuh., Bahkan Kemendikbud aja gandeng jekatepatlapan",239,negative,0.9833900332450868,bilang usak generasi emang udah ngasih kontribusi sih gilir ginian aja jkt48 bangun prestasi minim apresiasi kemendikbud aja gandeng jekatepatlapan
Ugzdc3xtNXA0vnWvBo94AaABAg,@pramita5006,#8 trending for music 👏👏👏👏👏,12,0,2023-03-14T06:51:27Z,#8 trending for music,21,neutral,0.9833088517189026,trending music
UgzRGvd7fLxBi54eEsh4AaABAg,@xiao-yan5561,"Semoga bisa trending satu. Klo banyak kontroversi, ntar kita hadapin bareng2 dgn tenang tenang tenaaaang",12,0,2023-03-14T06:22:31Z,"Semoga bisa trending satu. Klo banyak kontroversi, ntar kita hadapin bareng2 dgn tenang tenang tenaaaang",104,positive,0.8672035932540894,moga trending klo ntar hadapin dgn tenang tenang tenaaaang
UgwcX9_o8EX4Ig-_5SV4AaABAg,@hiwunkit,gue stresss bgt nonton ini but THAT'S SOO COOL! congrats JKT48!,12,0,2023-03-14T04:44:41Z,gue stresss bgt nonton ini but THAT'S SOO COOL! congrats JKT48!,63,negative,0.9716858863830566,gue stresss bgt nonton soo congrats
UgyNrLbZw9M4CBWRSsJ4AaABAg,@YugoFandita,"Trending:
Senbatsu ✅
Kami 7  ✅ 
Last goal: Center #1 👑 completed!
Congrats girls, especially to my oshi Muthe ❤️‍🔥 you slayed it girls!",12,0,2023-03-15T01:42:37Z,"Trending: Senbatsu Kami 7 Last goal: Center #1 completed! Congrats girls, especially to my oshi Muthe you slayed it girls!",122,neutral,0.7017590403556824,senbatsu last center congrats especially oshi muthe slayed
UgzhylXgOJ1pLNGx4-V4AaABAg,@itutsaidiw,"MERINDING BANGET NONTONNYA!!! 😭🤧🤯🥵🥶😵🙏
Kereenn Jeketiii!!! 😖😫❤💣💥",12,0,2023-03-13T22:23:21Z,MERINDING BANGET NONTONNYA!!! Kereenn Jeketiii!!!,49,positive,0.6638504862785339,merinding banget kereenn
UgxuQcNLYJ5HyDLUR4d4AaABAg,@rahaDITA,"Sepanjang video istighfar terus, shock berattttt. BUT KERENN BANGET WEHHHH",12,0,2023-03-13T17:00:29Z,"Sepanjang video istighfar terus, shock berattttt. BUT KERENN BANGET WEHHHH",74,positive,0.6120275259017944,video istighfar shock kerenn banget wehhhh
Ugzi4F0rR2V3_0t7LrF4AaABAg,@hahaa9641,"Keren banget jujur, semua performance spesial di new era memang terbaik 🔥",12,0,2023-03-13T16:51:22Z,"Keren banget jujur, semua performance spesial di new era memang terbaik",71,positive,0.9973825812339784,keren banget performance spesial new era baik
UgyiHTZ1dtffo2sMU-t4AaABAg,@nanax.,CONGRATS JKT48 NEW ERA🔥🔥🔥🔥,12,0,2023-03-13T13:42:00Z,CONGRATS JKT48 NEW ERA,22,positive,0.9760730266571044,congrats jkt48 new era
Ugz4U1dEGMyUBMh09Vl4AaABAg,@agusfebrianto8108,"wooooouuuu keren parah ketar ketir yang lihat member member pada gak ada obat semua, tetap semangat dan terus maju JKT48",12,0,2023-03-13T13:20:21Z,"wooooouuuu keren parah ketar ketir yang lihat member member pada gak ada obat semua, tetap semangat dan terus maju JKT48",120,positive,0.970349907875061,wooooouuuu keren parah ketar tir lihat member member gak obat semangat maju jkt48
UgxFSxDG2n-PF0eiuK54AaABAg,@storia48,Congrats JKT48 ❤️❤️,12,0,2023-03-13T13:02:07Z,Congrats JKT48,14,positive,0.9807336330413818,congrats jkt48
Ugxu74GNi9ETE1tvZEZ4AaABAg,@lenyaulia5961,"ihh gasabarr, semoga all member 🤲",12,0,2023-03-13T08:54:19Z,"ihh gasabarr, semoga all member",31,positive,0.9326125383377076,ihh moga member
UgzrX3ysDkosdBdw5zN4AaABAg,@rizqhp0048,"LIKE jika idola kalian terus ada di Industri Hiburan Tanah Air..!!! JKT48 NEW ERA, Memang Beda !!!! ❤❤❤❤",12,0,2023-03-13T08:48:05Z,"LIKE jika idola kalian terus ada di Industri Hiburan Tanah Air..!!! JKT48 NEW ERA, Memang Beda !!!!",99,positive,0.7146570086479187,like idola industri hibur tanah jkt48 new beda
Ugw3XE5d3Y0Rfqdxzll4AaABAg,@nikrozz8130,"buset buset 🤣 dari sekian detail yang mereka tampilkan yang di highlight KAMPANYE LGBT TERSELUBUNG 🤣 itu otakmu emang sesempit itu kah menilai video ini 🤣 nggak usah aneh aneh bawa bawa komunitas LGBT tolol 🤣 coba ngaca sana benani moralmu sendiri.tak kasih tahu ya, JKT48 punya niat go internasional tapi sama fansnya sendiri malah banyak juga yang kontra 🗿 iya emang nggak bisa kontrol reaksi semua orang,tapi bisa nggak lo pada nggak usah lebay segala kampanye LGBT 🤣 ini lagu tahunan ada kenapa lo baru koar koar sekarang!
lo semua munafik sih 😌 padahal dibalik kontra lo ini palingan lo juga penikmat series BL DAN GL Thailand 🤣",11,16,2023-03-14T09:28:41Z,"buset buset dari sekian detail yang mereka tampilkan yang di highlight KAMPANYE LGBT TERSELUBUNG itu otakmu emang sesempit itu kah menilai video ini nggak usah aneh aneh bawa bawa komunitas LGBT tolol coba ngaca sana benani moralmu sendiri.tak kasih tahu ya, JKT48 punya niat go internasional tapi sama fansnya sendiri malah banyak juga yang kontra iya emang nggak bisa kontrol reaksi semua orang,tapi bisa nggak lo pada nggak usah lebay segala kampanye LGBT ini lagu tahunan ada kenapa lo baru koar koar sekarang! lo semua munafik sih padahal dibalik kontra lo ini palingan lo juga penikmat series BL DAN GL Thailand",617,negative,0.0,buset buset sekian detail tampil highlight kampanye lgbt selubung otak emang sempit kah nilai video nggak aneh aneh bawa bawa komunitas lgbt tolol coba ngaca benani moral kasih jkt48 niat go internasional fansnya kontra iya emang nggak kontrol reaksi nggak lo nggak lebay kampanye lgbt lagu tahun lo koar koar lo munafik sih balik kontra lo paling lo nikmat series bl gl thailand
UgzzjMT7B3uNYIHq8BN4AaABAg,@herisetyawan5327,Yg hate komen gk tau AKB48 😂,11,8,2023-03-20T07:39:49Z,Yg hate komen gk tau AKB48,26,negative,0.9817489385604858,yg hate komen gk tau
UgxNMzIsvlaTUIxjwch4AaABAg,@Peraya_Lertprasert,"Salut sama netijen cina yg lebih sopan dlm berkomentar dlm PV JKT48 ini. Meski ada yg gk suka pun, mrk masih bisa untuk sedikit lebih menghormati",11,7,2023-03-15T09:51:01Z,"Salut sama netijen cina yg lebih sopan dlm berkomentar dlm PV JKT48 ini. Meski ada yg gk suka pun, mrk masih bisa untuk sedikit lebih menghormati",145,positive,0.990454375743866,salut netijen cina yg sopan dlm komentar dlm pv jkt48 yg gk suka mrk hormat
Ugwd4QeRXCxgbkhXNmF4AaABAg,@andikaxhrlmbg6662,Kmrin JKT48 colab sama kemdikbud dan kominfo ga viral giliran kek gitu langsung rame berbondong-bondong hate komen. Wkwkw 🤣,11,7,2023-03-14T16:19:40Z,Kmrin JKT48 colab sama kemdikbud dan kominfo ga viral giliran kek gitu langsung rame berbondong-bondong hate komen. Wkwkw,121,negative,0.9340717792510986,kmrin jkt48 colab kemdikbud kominfo ga viral gilir kek gitu langsung rame hate wkwkw
UgwPqktVYzXEmcK31mB4AaABAg,@ahmadjaelaniadjei,Yuk bisa yuk tranding no satu,11,5,2023-03-15T00:29:24Z,Yuk bisa yuk tranding no satu,29,neutral,0.9829472899436952,yuk yuk tranding
UgzgzsQUNZQJh_53Ult4AaABAg,@cipedi5541,"Menegement jkt48 bangkitkan jkt48 dong Bnyak lagu bagus Dari akb48 yg jkt48 belum Bawakan Kenapa Harus Lagu Di new era new era Gk jelas 
Bangkit kan Idol group indo 
Ada lagu sikinanda ada lagu jabaja green flash dan masih banyak lainya yang bagus toh kenapa bukanya bikin jkt48 nambah maju malah nambah ancur tolong dong",11,4,2023-03-22T07:01:58Z,Menegement jkt48 bangkitkan jkt48 dong Bnyak lagu bagus Dari akb48 yg jkt48 belum Bawakan Kenapa Harus Lagu Di new era new era Gk jelas Bangkit kan Idol group indo Ada lagu sikinanda ada lagu jabaja green flash dan masih banyak lainya yang bagus toh kenapa bukanya bikin jkt48 nambah maju malah nambah ancur tolong dong,319,negative,0.9040993452072144,menegement jkt48 bangkit jkt48 bnyak lagu bagus yg jkt48 bawa lagu new era new era gk bangkit idol group indo lagu sikinanda lagu jabaja green flash lai bagus buka bikin jkt48 nambah maju nambah ancur tolong
Ugx_n8XTiIfv6hAPgUR4AaABAg,@マノバンリサ,Dikit lagi 700k nihhh gas terosssss 😭😭😭😭,11,4,2023-03-17T14:42:05Z,Dikit lagi 700k nihhh gas terosssss,35,positive,0.6368123292922974,dikit nihhh gas terosssss
UgwA21X6V72gSRn5qPN4AaABAg,@dreamworld3727,"Good Job buat semua member 😊 bukan cm buat masing2x oshi pilihan ny itu kalau misalnya posisi marsha adalah 'Ashel' 😀 wuih pasti wota makin ketar ketir 😂😂😂 BAPER GESREK ngakuuu aja dech dalam hati 😁 itu jot masih BERBAIK HATI ya guys, apa lagi ada ADEL 😂😁😀 cuma bilang 'ayank' doang semua wota berasa di PHPin 😃😅 #SemangatBuatSemuaMember",11,4,2023-03-15T05:31:58Z,"Good Job buat semua member bukan cm buat masing2x oshi pilihan ny itu kalau misalnya posisi marsha adalah 'Ashel' wuih pasti wota makin ketar ketir BAPER GESREK ngakuuu aja dech dalam hati itu jot masih BERBAIK HATI ya guys, apa lagi ada ADEL cuma bilang 'ayank' doang semua wota berasa di PHPin #SemangatBuatSemuaMember",320,positive,0.7434052228927612,good job member cm oshi pilih ny posisi marsha wuih wota ketar tir baper gesrek ngakuuu aja dech hati jot baik hati ya adel bilang doang wota asa phpin
UgzzJlKMLLQLcoxJpWR4AaABAg,@Akimoto_Yasushi,Buset baru sadar trending 2 wkwk. Dulu yg rapsodi aja di up sampai spam komen ga pernah naik sampai 5 besar trending wkwk. Ini nyampe njir hahaha,11,4,2023-03-14T07:32:17Z,Buset baru sadar trending 2 wkwk. Dulu yg rapsodi aja di up sampai spam komen ga pernah naik sampai 5 besar trending wkwk. Ini nyampe njir hahaha,145,negative,0.9970867037773132,buset sadar trending yg rapsodi aja spam komen ga trending nyampe njir hahaha
UgyLQo58yUBHZpYQfSJ4AaABAg,@babyhui7304,Ini lagu SNH48 china yg dibikin versi Indo ap bgaimana. Soalny nemu jga lagu ini versi china,11,3,2023-03-22T16:37:14Z,Ini lagu SNH48 china yg dibikin versi Indo ap bgaimana. Soalny nemu jga lagu ini versi china,92,neutral,0.8129704594612122,lagu china yg bikin versi indo ap soalny nemu jga lagu versi china
Ugx1zTkwDTYeWffSgz94AaABAg,@samudradimatteo2447,PMV ini menambah 4rb.an subscriber 🎉,11,3,2023-03-21T04:44:03Z,PMV ini menambah 4rb.an subscriber,34,neutral,0.9828400015830994,pmv tambah subscriber
UgxSxp2bMp0a8BR9Bfp4AaABAg,@arrr3750,Teacher2 gasi....,11,3,2023-03-18T08:11:19Z,Teacher2 gasi....,17,negative,0.9651569724082948,
Ugx_4ExXJOA0COKdgNp4AaABAg,@bagusatmaja2838,Tumben yg komen Banyak emak emak Facebook,11,3,2023-03-17T07:43:32Z,Tumben yg komen Banyak emak emak Facebook,41,negative,0.9175512790679932,tumben yg komen emak emak facebook
UgxPcmNtaeH_KwVK9V94AaABAg,@sasyasyahira3035,komen komen di youtube beda banget sama yg di twitter 😁🤣,11,3,2023-03-15T05:03:47Z,komen komen di youtube beda banget sama yg di twitter,53,negative,0.9718278646469116,komen komen youtube beda banget yg twitter
UgxUK2ZgGIXK93RtQXl4AaABAg,@listianaayudewi4159,Siapa yang dah muterin lebih dari 10x cung!👆😁,11,3,2023-03-15T04:38:58Z,Siapa yang dah muterin lebih dari 10x cung!,43,negative,0.9727734923362732,dah muterin
Ugxt8329RDTC9emvKLJ4AaABAg,@diggerion1543,kalian kemana aja? giliran jkt buat mv yang lebih berani kaya gini kalian koar² giliran yg konsepnya keren dan kreatif sepi hadehh🙄,11,3,2023-03-14T12:42:36Z,kalian kemana aja? giliran jkt buat mv yang lebih berani kaya gini kalian koar giliran yg konsepnya keren dan kreatif sepi hadehh,129,negative,0.9877317547798156,mana gilir jkt mv berani kaya gin koar gilir yg konsep keren kreatif sepi hadehh
Ugy5PUtrxnYfQRxQGYN4AaABAg,@nuraimaarif,"terlepas ini ga di terima di kalangan publik tapi menurut aku ini keren banget sih ,cmn org yg berfikiran negatif yg bakal nge judge bahwa ini hal yg ga baik ,pdhl ini mah cmn profesional krja artinya mreka sukses meranin karakter masing” .love jkt 🥰🥰🥰",11,3,2023-03-14T09:21:01Z,"terlepas ini ga di terima di kalangan publik tapi menurut aku ini keren banget sih ,cmn org yg berfikiran negatif yg bakal nge judge bahwa ini hal yg ga baik ,pdhl ini mah cmn profesional krja artinya mreka sukses meranin karakter masing .love jkt",247,positive,0.8248526453971863,lepas ga terima kalang publik keren banget sih org yg berfikiran negatif yg nge judge yg ga mah cmn profesional krja mreka sukses meranin karakter jkt
UgzJIZrfesWB5ig_g4B4AaABAg,@gardajkt4861,kalau mau go internasional harus berani menampilkan yang totalitas.ini karya seni jadi lihatlah sebagai karya seni,11,3,2023-03-14T09:10:57Z,kalau mau go internasional harus berani menampilkan yang totalitas.ini karya seni jadi lihatlah sebagai karya seni,114,positive,0.8894791007041931,go internasional berani tampil karya seni lihat karya seni
UgxaQUTDdhA2rHgE8MZ4AaABAg,@Akimoto_Yasushi,"Instrumen keren, penjiwaannya member bagus. 9/10 👍",11,3,2023-03-14T07:31:04Z,"Instrumen keren, penjiwaannya member bagus. 9/10",48,positive,0.994786262512207,instrumen jiwa member
UgwyKd923i5Om8Radjh4AaABAg,@noahahmad5935,Urusan musik Indonesia sebenarnya bagus banget. Ini aja bagusnya melebihi versi japannya,11,2,2023-10-28T10:13:48Z,Urusan musik Indonesia sebenarnya bagus banget. Ini aja bagusnya melebihi versi japannya,88,positive,0.9833487272262572,urus musik indonesia bagus aja bagus lebih versi japan
UgwEw3oa_prmwJX_xgJ4AaABAg,@Peraya_Lertprasert,"Gw pernah Nemu komen di MV flying high. Gw tau siapa orangnya tp gw gk mau nyebut.
Dia bilang KLO SUBS JKT TEMBUS SEJUTA GW BAKAL BUGIL.
oke gw catet, gw jg udah ss. 
Buat lu yg suka ngehate JKT di MV flying high, gw pegang omongan lu!",11,2,2023-03-31T15:48:23Z,"Gw pernah Nemu komen di MV flying high. Gw tau siapa orangnya tp gw gk mau nyebut. Dia bilang KLO SUBS JKT TEMBUS SEJUTA GW BAKAL BUGIL. oke gw catet, gw jg udah ss. Buat lu yg suka ngehate JKT di MV flying high, gw pegang omongan lu!",234,negative,0.5287705659866333,gw nemu komen mv flying gw tau orang tp gw gk bilang klo subs jkt tembus juta gw oke gw gw jg udah lu yg suka ngehate jkt mv flying gw pegang omong
